id,text,STOPWORD,Cleaned,sentiment,VaderScore
9.55E+17, dedicated unit the sindh investment climate improvement cell is responsible for ensuring that the number of procedures and time are reduced,dedicated unit sindh investment climate improvement cell responsible ensuring number procedures time reduced,dedicated unit sindh investment climate improvement cell responsible ensuring number procedures time reduced,positive,positive
9.55E+17,in sindh recent developments spell out the provincial governments commitment to this agenda steering committee is overseeing the reform plan in collaboration with the world bank,sindh recent developments spell provincial governments commitment agenda steering committee overseeing reform plan collaboration world bank,sindh recent developments spell provincial governments commitment agenda steering committee overseeing reform plan collaboration world bank,neutral,positive
9.55E+17,over the last decade sindh has been quicker to introduce administrative and economic reforms compared with other provinces sindh rising to the challenge ,last decade sindh quicker introduce administrative economic reforms compared provinces sindh rising challenge,last decade sindh quicker introduce administrative economic reforms compared provinces sindh rising challenge,positive,positive
9.55E+17,held press conference today to launch pakistan peoples party membership drive invite all pakistanis to join us in building peaceful prosperous progressive pakistan joinppp ,held press conference today launch pakistan peoples party membership drive invite pakistanis join us building peaceful prosperous progressive pakistan joinppp,held press conference today launch pakistan peoples party membership drive invite pakistanis join us building peaceful prosperous progressive pakistan joinppp,positive,positive
9.55E+17, unsurprisingly asif ali zardari has always been the target of nasty propaganda understanding the real zardari via ,unsurprisingly asif ali zardari always target nasty propaganda understanding real zardari via,unsurprisingly asif ali zardari always target nasty propaganda understanding real zardari via,negative,negative
9.55E+17,law reforms commission headed by chief justice of pakistan and has all provincial chief justices as membersunder the rulesit has to meet times year they havent met since while judges continue to play politician do all jobs but theirs justice suffers in pakistan,law reforms commission headed chief justice pakistan provincial chief justices membersunder rulesit meet times year havent met since judges continue play politician jobs justice suffers pakistan,law reforms commission headed chief justice pakistan provincial chief justices membersunder rulesit meet times year havent met since judges continue play politician jobs justice suffers pakistan,negative,positive
9.55E+17, balochistan hub ppp ,balochistan hub ppp,balochistan hub ppp,neutral,neutral
9.55E+17,thank you to the people of hub for coming out in support together we will overcome and work towards brighter more empowered balochistan pictwittercomkgxpxj,thank people hub coming support together overcome work towards brighter empowered balochistan pictwittercomkgxpxj,thank people hub coming support together overcome work towards brighter empowered balochistan pictwittercomkgxpxj,neutral,positive
9.54E+17,so sad to hear munnu bhai has passed away pakistan loses another progressive voice of integrity sanity pictwittercomwmegdlzms,sad hear munnu bhai passed away pakistan loses another progressive voice integrity sanity pictwittercomwmegdlzms,sad hear munnu bhai passed away pakistan loses another progressive voice integrity sanity pictwittercomwmegdlzms,negative,negative
9.54E+17,onelandtwolaws ,onelandtwolaws,onelandtwolaws,neutral,neutral
9.54E+17,the most important work any province is doing appeal to other province pls do the same bacho ko bachana hay agahi ko bharana hay ,important work province appeal province pls bacho ko bachana hay agahi ko bharana hay,important work province appeal province pls bacho ko bachana hay agahi ko bharana hay,positive,positive
9.54E+17,ppp workers outnumber ptis in pat protest via ,ppp workers outnumber ptis pat protest via,ppp workers outnumber ptis pat protest via,neutral,negative
9.54E+17,have asked to conduct an inquiry into this case ,asked conduct inquiry case,asked conduct inquiry case,neutral,neutral
9.54E+17,the ppp respects parliament and will always respect parliament cannot help the behaviour of others but will never endorse disrespecting parliament,ppp respects parliament always respect parliament cannot help behaviour others never endorse disrespecting parliament,ppp respects parliament always respect parliament cannot help behaviour others never endorse disrespecting parliament,neutral,negative
9.54E+17,spoke at shaheed fazil rahus barsi today in badin pictwittercomzqaiqjhhxa,spoke shaheed fazil rahus barsi today badin pictwittercomzqaiqjhhxa,spoke shaheed fazil rahus barsi today badin pictwittercomzqaiqjhhxa,neutral,neutral
9.54E+17,in badin to attend the barsi of shaheed fazil rahu call on all ppp jyalas in punjab to join other opposition parties in lahore,badin attend barsi shaheed fazil rahu call ppp jyalas punjab join opposition parties lahore,badin attend barsi shaheed fazil rahu call ppp jyalas punjab join opposition parties lahore,neutral,positive
9.53E+17,hey look sindhs young highly educated efficient chief minister is finally on ,hey look sindhs young highly educated efficient chief minister finally,hey look sindhs young highly educated efficient chief minister finally,positive,positive
9.53E+17,thank for working with sindh introduce lifeskills education into our curriculumother provinces must follow pehlay bolnay say dartay thay ab na bolain to dar lagta hai bacho ko bachana hay agahi ko bharana hay ,thank working sindh introduce lifeskills education curriculumother provinces must follow pehlay bolnay say dartay thay ab na bolain dar lagta hai bacho ko bachana hay agahi ko bharana hay,thank working sindh introduce lifeskills education curriculumother provinces must follow pehlay bolnay say dartay thay ab na bolain dar lagta hai bacho ko bachana hay agahi ko bharana hay,neutral,positive
